,Id,Model_Name,Model_Year,Brand_Name,Delaer_Name,Certified,Certified_Group,Deal,Mileage,Rating,Rating_Group,Review,Price,Price_Group
1032,1032,2020 Dodge Challenger GT,2020,Dodge,Faulkner Subaru of Harrisburg,Used,Used,Great Deal,58481,4.9,Four Star,702.0,24979,Low Price
1033,1033,2019 Lexus ES 350 Luxury,2019,Lexus,Grand Motorcars,Used,Used,Great Deal,45076,2.8,Two Star,458.0,29775,Low Price
1034,1034,2021 Alfa Romeo Giulia Ti,2021,Alfa,Grand Motorcars,Used,Used,Good Deal,32387,2.8,Two Star,458.0,27990,Low Price
1035,1035,2015 Nissan Xterra PRO-4X,2015,Nissan,Grand Motorcars,Used,Used,Great Deal,153873,2.8,Two Star,458.0,13990,Low Price
1036,1036,2023 Toyota 4Runner TRD Off Road Premium,2023,Toyota,Faulkner Toyota of Harrisburg,Toyota Certified,Brand_New,Great Deal,5527,3.1,Three Star,238.0,49547,Low Price
1037,1037,2021 Toyota 4Runner Trail Special Edition,2021,Toyota,Faulkner Toyota of Harrisburg,Toyota Certified,Brand_New,Good Deal,23168,3.1,Three Star,238.0,42211,Low Price
1038,1038,2021 Land Rover Range Rover Sport 3.0 Supercharged HST,2021,Land,Mall of Georgia MINI,Used,Used,Fair Deal,18765,4.9,Four Star,1981.0,76242,Medium Price
1039,1039,2016 Mazda CX-9 Touring,2016,Mazda,AutoNation Volkswagen Mall of Georgia,Used,Used,Good Deal,74768,4.6,Four Star,1093.0,18498,Low Price
1040,1040,2022 Kia Sorento Plug-In Hybrid SX Prestige,2022,Kia,AutoNation Volkswagen Mall of Georgia,Used,Used,Great Deal,15225,4.6,Four Star,1093.0,43617,Low Price
1041,1041,2016 Porsche Cayenne S,2016,Porsche,AutoNation Volkswagen Mall of Georgia,Used,Used,Great Deal,69362,4.6,Four Star,1093.0,29249,Low Price
1042,1042,2019 Land Rover Range Rover 5.0L V8 Supercharged,2019,Land,AutoNation Volkswagen Mall of Georgia,Used,Used,Good Deal,48701,4.6,Four Star,1093.0,58499,Medium Price
1043,1043,2023 Hyundai Palisade SE,2023,Hyundai,Hoffman Ford,Used,Used,Good Deal,8443,4.9,Four Star,556.0,38295,Low Price
1044,1044,2022 Chevrolet Tahoe RST,2022,Chevrolet,Hoffman Ford,Used,Used,Good Deal,20079,4.9,Four Star,556.0,68995,Medium Price
1045,1045,2022 Mercedes-Benz AMG GLB 35 Base,2022,Mercedes-Benz,Mercedes-Benz of Chantilly,Mercedes-Benz Certified,Brand_New,Good Deal,22815,4.7,Four Star,982.0,43200,Low Price
1046,1046,2022 Mercedes-Benz GLE 450 4MATIC,2022,Mercedes-Benz,Mercedes-Benz of Chantilly,Mercedes-Benz Certified,Brand_New,Good Deal,34433,4.7,Four Star,982.0,64200,Medium Price
1047,1047,2022 Volvo S60 B5 Momentum,2022,Volvo,Volvo Cars Mall of Georgia,Used,Used,Great Deal,19482,4.9,Four Star,2289.0,29500,Low Price
1048,1048,2023 Volvo XC60 B5 Plus Bright Theme,2023,Volvo,Volvo Cars Mall of Georgia,Volvo Certified,Brand_New,Good Deal,6268,4.9,Four Star,2289.0,44900,Low Price
1049,1049,2023 Lexus RX 350h Premium,2023,Lexus,Lexus of Tulsa,New,New,Other Deal,0,0.0,Bad,390.0,55960,Medium Price
1050,1050,2020 Volvo XC90 T5 Momentum 7 Passenger,2020,Volvo,Volvo Cars Mall of Georgia,Volvo Certified,Brand_New,Great Deal,45714,4.9,Four Star,2289.0,33900,Low Price
1051,1051,2023 Volvo XC60 B5 Plus Bright Theme,2023,Volvo,Volvo Cars Mall of Georgia,Volvo Certified,Brand_New,Good Deal,7691,4.9,Four Star,2289.0,44200,Low Price
1052,1052,2023 Volvo V60 Cross Country B5 Ultimate,2023,Volvo,Volvo Cars Mall of Georgia,Volvo Certified,Brand_New,Good Deal,11459,4.9,Four Star,2289.0,46900,Low Price
1053,1053,2020 Volvo XC90 T6 Inscription 6 Passenger,2020,Volvo,Volvo Cars Mall of Georgia,Volvo Certified,Brand_New,Good Deal,34658,4.9,Four Star,2289.0,43700,Low Price
1054,1054,2021 Toyota 4Runner TRD Off Road Premium,2021,Toyota,Jim Ellis Buick GMC Mall of GA,Used,Used,Great Deal,10468,4.4,Four Star,3551.0,43434,Low Price
1055,1055,2021 Chevrolet Tahoe Z71,2021,Chevrolet,Jim Ellis Buick GMC Mall of GA,Used,Used,Great Deal,50530,4.4,Four Star,3551.0,57218,Medium Price
1056,1056,2015 Jeep Wrangler Unlimited Sport,2015,Jeep,Jim Ellis Buick GMC Mall of GA,Used,Used,Great Deal,108211,4.4,Four Star,3551.0,20352,Low Price
1057,1057,2008 BMW 650 i,2008,BMW,CarXoom,Used,Used,Good Deal,115225,2.4,Two Star,129.0,10995,Low Price
1058,1058,2011 BMW 750 Li xDrive,2011,BMW,CarXoom,Used,Used,Great Deal,93228,2.4,Two Star,129.0,12995,Low Price
1059,1059,2007 Mercedes-Benz CLS-Class CLS 550,2007,Mercedes-Benz,CarXoom,Used,Used,Good Deal,124594,2.4,Two Star,129.0,8495,Low Price
1060,1060,2014 Tesla Model S Performance,2014,Tesla,CarXoom,Used,Used,Great Deal,72208,2.4,Two Star,129.0,24495,Low Price
1061,1061,2016 RAM 2500 SLT,2016,RAM,Serra Trussville Kia,Used,Used,Good Deal,104370,4.3,Four Star,1919.0,28491,Low Price
1062,1062,2018 Jeep Grand Cherokee Altitude,2018,Jeep,Serra Trussville Kia,Used,Used,Good Deal,126633,4.3,Four Star,1919.0,18128,Low Price
1063,1063,2020 Kia Telluride EX,2020,Kia,Serra Trussville Kia,Used,Used,Good Deal,103369,4.3,Four Star,1919.0,26551,Low Price
1064,1064,2017 Toyota Camry LE,2017,Toyota,Serra Trussville Kia,Used,Used,Great Deal,126502,4.3,Four Star,1919.0,11599,Low Price
1065,1065,2014 Mercedes-Benz E-Class E 350,2014,Mercedes-Benz,Germany Auto Brothers,Used,Used,Great Deal,95837,5.0,Five Star,21.0,13999,Low Price
1066,1066,2019 Lexus ES 350 350,2019,Lexus,Heritage Toyota CDJR of Harrisburg,Used,Used,Good Deal,56999,4.9,Four Star,4357.0,29870,Low Price
1067,1067,2022 Toyota 4Runner TRD Off Road Premium,2022,Toyota,Heritage Toyota CDJR of Harrisburg,Toyota Certified,Brand_New,Good Deal,36156,4.9,Four Star,4357.0,43500,Low Price
1068,1068,2021 Toyota 4Runner Limited,2021,Toyota,Heritage Toyota CDJR of Harrisburg,Used,Used,Fair Deal,35289,4.9,Four Star,4357.0,42788,Low Price
1069,1069,2007 Chevrolet Corvette ,2007,Chevrolet,AutoNation Hyundai Mall of Georgia,Used,Used,Good Deal,22685,4.5,Four Star,2104.0,26997,Low Price
1070,1070,2023 Nissan Pathfinder Rock Creek,2023,Nissan,Tanner Nissan,Used,Used,Good Deal,10423,0.0,Bad,390.0,40994,Low Price
1071,1071,2018 Cadillac Escalade ESV Premium Luxury,2018,Cadillac,Impex Chevrolet GMC Buick,Used,Used,Good Deal,78439,4.0,Four Star,10.0,42900,Low Price
1072,1072,2022 Kia Telluride LX,2022,Kia,Turner Kia,Kia Certified,Brand_New,Good Deal,8958,4.4,Four Star,372.0,38495,Low Price
1073,1073,2017 Buick Enclave Leather,2017,Buick,Melton Sales,Used,Used,Fair Deal,82496,4.7,Four Star,1728.0,19779,Low Price
1074,1074,2021 INFINITI QX50 ESSENTIAL,2021,INFINITI,Melton Sales,Used,Used,Fair Deal,44326,4.7,Four Star,1728.0,32399,Low Price
1075,1075,2006 Chevrolet Silverado 2500 LT H/D Extended Cab,2006,Chevrolet,Pohanka Chevrolet,Used,Used,Fair Deal,94473,4.2,Four Star,478.0,18595,Low Price
1076,1076,2018 Jeep Wrangler Unlimited Sport,2018,Jeep,Pohanka Chevrolet,Used,Used,Fair Deal,48149,4.2,Four Star,478.0,31436,Low Price
1077,1077,2021 Jeep Grand Cherokee High Altitude,2021,Jeep,Pohanka Chevrolet,Used,Used,Good Deal,33848,4.2,Four Star,478.0,41999,Low Price
1078,1078,2021 Jeep Gladiator Sport,2021,Jeep,Pohanka Lexus,Used,Used,Fair Deal,23207,3.7,Three Star,1905.0,37577,Low Price
1079,1079,2021 Lexus IS 350 F Sport,2021,Lexus,Pohanka Lexus,Used,Used,Good Deal,22455,3.7,Three Star,1905.0,41577,Low Price
1080,1080,2019 Lexus LX 570 LX 570,2019,Lexus,Pohanka Lexus,Used,Used,Good Deal,62228,3.7,Three Star,1905.0,66977,Medium Price
1081,1081,2020 Lexus IS 350 Base,2020,Lexus,Pohanka Lexus,Used,Used,Good Deal,29524,3.7,Three Star,1905.0,35777,Low Price
1082,1082,2022 Lexus LS 500 F Sport,2022,Lexus,Pohanka Lexus,Used,Used,Good Deal,10576,3.7,Three Star,1905.0,74977,Medium Price
1083,1083,2022 Mercedes-Benz S-Class S 500 4MATIC,2022,Mercedes-Benz,Euro Motorcars Germantown,Mercedes-Benz Certified,Brand_New,Fair Deal,15937,4.7,Four Star,253.0,87890,Medium Price
1084,1084,2020 Audi S8 4.0T quattro,2020,Audi,Kingstowne Motorcars,Used,Used,Great Deal,37700,4.1,Four Star,663.0,65995,Medium Price
1085,1085,2019 BMW 530e xDrive iPerformance,2019,BMW,Kingstowne Motorcars,Used,Used,Great Deal,47441,4.1,Four Star,663.0,27495,Low Price
1086,1086,2017 Land Rover Range Rover 5.0L Supercharged SV Autobiography,2017,Land,Kingstowne Motorcars,Used,Used,Good Deal,37017,4.1,Four Star,663.0,73995,Medium Price
1087,1087,2017 Volkswagen Passat 1.8T R-Line,2017,Volkswagen,Jim Ellis Ford Sandy Springs,Used,Used,Fair Deal,121088,4.6,Four Star,358.0,15191,Low Price
1088,1088,2013 Audi Q5 2.0T Premium Plus,2013,Audi,Jim Ellis Ford Sandy Springs,Used,Used,Good Deal,118472,4.6,Four Star,358.0,12121,Low Price
1089,1089,2017 Ford F-150 Lariat,2017,Ford,Jim Ellis Ford Sandy Springs,Used,Used,Fair Deal,140860,4.6,Four Star,358.0,28991,Low Price
1090,1090,2017 Tesla Model S 100D,2017,Tesla,Gravity Autos Sandy Springs,Used,Used,Good Deal,48173,4.1,Four Star,287.0,40895,Low Price
1091,1091,2023 Nissan Frontier PRO-4X,2023,Nissan,Wolfchase Nissan,New,New,Other Deal,0,0.0,Bad,390.0,48695,Low Price
1092,1092,2016 Ford Mustang GT Premium,2016,Ford,Gravity Autos Sandy Springs,Used,Used,Good Deal,78895,4.1,Four Star,287.0,25985,Low Price
1093,1093,2016 Land Rover Range Rover 3.0L Turbocharged Diesel HSE Td6,2016,Land,Gravity Autos Sandy Springs,Used,Used,Fair Deal,66806,4.1,Four Star,287.0,32985,Low Price
1094,1094,2020 Tesla Model Y Long Range,2020,Tesla,Gravity Autos Sandy Springs,Used,Used,Fair Deal,36961,4.1,Four Star,287.0,40895,Low Price
1095,1095,2016 Honda Accord EX-L,2016,Honda,Gravity Autos Sandy Springs,Used,Used,Fair Deal,108462,4.1,Four Star,287.0,18419,Low Price
1096,1096,2020 Porsche Panamera 4,2020,Porsche,Gravity Autos Sandy Springs,Used,Used,Great Deal,47769,4.1,Four Star,287.0,61985,Medium Price
1097,1097,2021 Mazda CX-9 Carbon Edition,2021,Mazda,Gravity Autos Sandy Springs,Used,Used,Good Deal,20029,4.1,Four Star,287.0,32985,Low Price
1098,1098,2021 GMC Sierra 1500 Elevation,2021,GMC,Gravity Autos Sandy Springs,Used,Used,Good Deal,42863,4.1,Four Star,287.0,41985,Low Price
1099,1099,2016 Toyota Corolla LE,2016,Toyota,Unlimited Auto Group of Marietta,Used,Used,Good Deal,57902,0.0,Bad,0.0,15995,Low Price
1100,1100,2020 Nissan Armada SL,2020,Nissan,Criswell Nissan,Nissan Certified,Brand_New,Fair Deal,57148,3.9,Three Star,512.0,34700,Low Price
1101,1101,2020 Nissan Maxima 3.5 SL,2020,Nissan,Criswell Nissan,Nissan Certified,Brand_New,Fair Deal,61227,3.9,Three Star,512.0,25600,Low Price
1102,1102,2022 Honda CR-V Hybrid ,2022,Honda,Criswell Honda,Honda Certified,Brand_New,Good Deal,6570,4.7,Four Star,2932.0,38700,Low Price
1103,1103,2016 Chevrolet Colorado Z71,2016,Chevrolet,Gastonia Chrysler Dodge Jeep Ram,Used,Used,Good Deal,123881,4.6,Four Star,4147.0,21999,Low Price
1104,1104,2019 Toyota Avalon XLE,2019,Toyota,Gastonia Chrysler Dodge Jeep Ram,Used,Used,Fair Deal,43590,4.6,Four Star,4147.0,28984,Low Price
1105,1105,2023 Kia Sportage EX,2023,Kia,Jerry Hunt Supercenter,Used,Used,Good Deal,35247,4.5,Four Star,2338.0,27500,Low Price
1106,1106,2021 Ford Expedition Max XLT,2021,Ford,Jerry Hunt Supercenter,Used,Used,Good Deal,58479,4.5,Four Star,2338.0,43500,Low Price
1107,1107,2021 Honda Passport Sport,2021,Honda,Jerry Hunt Supercenter,Used,Used,Good Deal,13277,4.5,Four Star,2338.0,30100,Low Price
1108,1108,2021 Ford Expedition Max Limited,2021,Ford,Jerry Hunt Supercenter,Used,Used,Good Deal,43053,4.5,Four Star,2338.0,48900,Low Price
1109,1109,2014 Ford Shelby GT500 Base,2014,Ford,Jerry Hunt Supercenter,Used,Used,Good Deal,27418,4.5,Four Star,2338.0,54900,Medium Price
1110,1110,2016 Land Rover Range Rover Sport Supercharged HSE,2016,Land,Collectible Motor Car of Atlanta,Used,Used,Great Deal,118546,0.0,Bad,0.0,24900,Low Price
1111,1111,2023 Land Rover Defender 110 S,2023,Land,Gravity Autos Marietta,Used,Used,Great Deal,2376,0.0,Bad,46.0,73799,Medium Price
1112,1112,2024 Volkswagen Atlas Cross Sport 2.0T SE,2024,Volkswagen,Kempthorn Volkswagen,New,New,Other Deal,0,0.0,Bad,390.0,40316,Low Price
1113,1113,2019 Porsche Cayenne Base,2019,Porsche,Gravity Autos Marietta,Used,Used,Great Deal,61936,0.0,Bad,46.0,43888,Low Price
1114,1114,2021 Mercedes-Benz S-Class S 580 4MATIC,2021,Mercedes-Benz,Gravity Autos Marietta,Used,Used,Good Deal,16211,0.0,Bad,46.0,92888,Medium Price
1115,1115,2017 Lexus LX 570 Base,2017,Lexus,Gravity Autos Marietta,Used,Used,Good Deal,78349,0.0,Bad,46.0,56495,Medium Price
1116,1116,2020 BMW M8 Base,2020,BMW,Gravity Autos Marietta,Used,Used,Great Deal,16929,0.0,Bad,46.0,81899,Medium Price
1117,1117,2023 Jeep Wrangler Sport,2023,Jeep,Capital Chevrolet Buick GMC of Lexington,Used,Used,Fair Deal,2036,4.6,Four Star,229.0,47096,Low Price
1118,1118,2021 Toyota Venza Limited,2021,Toyota,Capital Chevrolet Buick GMC of Lexington,Used,Used,Great Deal,28675,4.6,Four Star,229.0,37389,Low Price
1119,1119,2015 Chevrolet Tahoe LTZ,2015,Chevrolet,Capital Chevrolet Buick GMC of Lexington,Used,Used,Good Deal,91799,4.6,Four Star,229.0,27796,Low Price
1120,1120,2017 Chevrolet Silverado 2500 WT,2017,Chevrolet,Burritt Motors,Used,Used,Great Deal,78300,4.9,Four Star,440.0,29585,Low Price
1121,1121,2016 Ford F-250 Lariat,2016,Ford,Burritt Motors,Used,Used,Good Deal,85661,4.9,Four Star,440.0,32995,Low Price
1122,1122,2014 Chevrolet Silverado 1500 LT,2014,Chevrolet,Burritt Motors,Used,Used,Good Deal,38450,4.9,Four Star,440.0,21885,Low Price
1123,1123,2012 BMW 328 i,2012,BMW,"Auto Expo, Inc",Used,Used,Fair Deal,64403,0.0,Bad,13.0,13995,Low Price
1124,1124,2013 MINI Countryman Cooper S ALL4,2013,MINI,"Auto Expo, Inc",Used,Used,Great Deal,116387,0.0,Bad,13.0,9995,Low Price
1125,1125,2018 Lexus LX 570 570,2018,Lexus,Ourisman Ford of Manassas,Used,Used,Great Deal,56900,4.2,Four Star,389.0,57000,Medium Price
1126,1126,2023 Ford Maverick XLT,2023,Ford,Ourisman Ford of Manassas,Ford Certified,Brand_New,Good Deal,2401,4.2,Four Star,389.0,37000,Low Price
1127,1127,2022 Ford Mustang EcoBoost,2022,Ford,Ourisman Ford of Manassas,Ford Certified,Brand_New,Great Deal,18452,4.2,Four Star,389.0,26000,Low Price
1128,1128,2020 Ford F-150 Lariat,2020,Ford,Ourisman Ford of Manassas,Ford Certified,Brand_New,Great Deal,95662,4.2,Four Star,389.0,33000,Low Price
1129,1129,2021 Ford F-150 Lariat,2021,Ford,Ourisman Ford of Manassas,Ford Certified,Brand_New,Good Deal,33332,4.2,Four Star,389.0,45000,Low Price
1130,1130,2023 Ford F-150 XLT,2023,Ford,Ourisman Ford of Manassas,Ford Certified,Brand_New,Great Deal,5840,4.2,Four Star,389.0,43000,Low Price
1131,1131,2021 Ford F-150 Tremor,2021,Ford,Ourisman Ford of Manassas,Ford Certified,Brand_New,Good Deal,8105,4.2,Four Star,389.0,51000,Medium Price
1132,1132,2020 Lexus NX 300 Base,2020,Lexus,Ourisman Ford of Manassas,Used,Used,Great Deal,58799,4.2,Four Star,389.0,24000,Low Price
1133,1133,2023 Mazda CX-5 2.5 S Select Package,2023,Mazda,Passport Mazda,New,New,Other Deal,0,0.0,Bad,390.0,29861,Low Price
1134,1134,2020 Ford F-150 Lariat,2020,Ford,Ourisman Ford of Manassas,Ford Certified,Brand_New,Good Deal,30779,4.2,Four Star,389.0,41500,Low Price
1135,1135,2020 Tesla Model 3 Performance,2020,Tesla,Safford Brown Kia Manassas,Used,Used,Great Deal,34561,4.7,Four Star,2260.0,37444,Low Price
1136,1136,2023 Toyota 4Runner Limited,2023,Toyota,Huntersville Ford,Used,Used,Good Deal,2758,4.8,Four Star,1251.0,49888,Low Price
1137,1137,2023 Tesla Model S ,2023,Tesla,Alpha Motorsports Manassas,Used,Used,Good Deal,2071,4.4,Four Star,173.0,79000,Medium Price
1138,1138,2006 INFINITI G35 Base,2006,INFINITI,Victory Motors,Used,Used,Fair Deal,133689,3.0,Three Star,45.0,11991,Low Price
1139,1139,2018 Volkswagen Golf Alltrack TSI S,2018,Volkswagen,Randy Marion Buick GMC of Huntersville,Used,Used,Good Deal,55078,4.4,Four Star,256.0,19488,Low Price
1140,1140,2020 Toyota 4Runner SR5,2020,Toyota,Randy Marion Buick GMC of Huntersville,Used,Used,Good Deal,53351,4.4,Four Star,256.0,34995,Low Price
1141,1141,2020 BMW X5 xDrive40i,2020,BMW,Randy Marion Buick GMC of Huntersville,Used,Used,Great Deal,48151,4.4,Four Star,256.0,41988,Low Price
1142,1142,2021 Mazda CX-9 Grand Touring,2021,Mazda,Keffer Mazda,Used,Used,Good Deal,60450,4.8,Four Star,1926.0,27990,Low Price
1143,1143,2020 Honda Passport Elite,2020,Honda,Thornton Automotive Dover,Used,Used,Good Deal,38236,4.9,Four Star,705.0,35988,Low Price
1144,1144,2019 Honda Passport Touring,2019,Honda,Thornton Automotive Dover,Used,Used,Good Deal,45307,4.9,Four Star,705.0,32988,Low Price
1145,1145,2023 Kia Telluride SX Prestige X-Pro,2023,Kia,Fitzgerald Toyota Gaithersburg,Used,Used,Fair Deal,11517,4.7,Four Star,1020.0,52295,Medium Price
1146,1146,2014 Toyota Sienna XLE,2014,Toyota,Fitzgerald Toyota Gaithersburg,Used,Used,Fair Deal,194982,4.7,Four Star,1020.0,12595,Low Price
1147,1147,2011 Chevrolet Malibu LTZ,2011,Chevrolet,Fitzgerald Toyota Gaithersburg,Used,Used,Fair Deal,144551,4.7,Four Star,1020.0,9495,Low Price
1148,1148,2010 Subaru Outback 3.6 R Limited,2010,Subaru,Fitzgerald Toyota Gaithersburg,Used,Used,Great Deal,106657,4.7,Four Star,1020.0,11495,Low Price
1149,1149,2007 Honda Accord SE,2007,Honda,Fitzgerald Toyota Gaithersburg,Used,Used,Great Deal,93481,4.7,Four Star,1020.0,9495,Low Price
1150,1150,2022 Toyota Tundra Limited,2022,Toyota,Fitzgerald Toyota Gaithersburg,Used,Used,Fair Deal,40490,4.7,Four Star,1020.0,53995,Medium Price
1151,1151,2019 Toyota 4Runner TRD Pro,2019,Toyota,Fitzgerald Toyota Gaithersburg,Toyota Certified,Brand_New,Good Deal,25314,4.7,Four Star,1020.0,46995,Low Price
1152,1152,2014 Ford F-250 Lariat,2014,Ford,Fitzgerald Toyota Gaithersburg,Used,Used,Good Deal,108819,4.7,Four Star,1020.0,38995,Low Price
1153,1153,2021 Toyota Tacoma TRD Off Road,2021,Toyota,Sheehy Ford Lincoln of Gaithersburg,Used,Used,Great Deal,38393,4.9,Four Star,3369.0,34500,Low Price
1154,1154,2023 Buick Envision FWD Avenir,2023,Buick,Classic Buick GMC Beaumont,New,New,Other Deal,0,0.0,Bad,390.0,47305,Low Price
1155,1155,2015 Kia Sorento LX,2015,Kia,Fitzgerald Subaru of Gaithersburg,Used,Used,Good Deal,138459,0.0,Bad,119.0,9988,Low Price
1156,1156,2022 Buick Enclave Premium,2022,Buick,Criswell Chevrolet Buick GMC of Gaithersburg,Used,Used,Great Deal,37352,4.8,Four Star,2081.0,36755,Low Price
1157,1157,2020 BMW 840 i,2020,BMW,BMW of Greensboro,Used,Used,Good Deal,17709,0.0,Bad,3.0,56304,Medium Price
1158,1158,2019 Chevrolet Traverse LT Leather,2019,Chevrolet,BMW of Greensboro,Used,Used,Good Deal,47083,0.0,Bad,3.0,29605,Low Price
1159,1159,2022 Lexus RX 350 F SPORT Handling,2022,Lexus,BMW of Greensboro,Used,Used,Good Deal,16178,0.0,Bad,3.0,50658,Medium Price
1160,1160,2020 Mazda Mazda6 Touring,2020,Mazda,Rick Case Mazda of Duluth,Used,Used,Good Deal,61471,4.5,Four Star,746.0,20688,Low Price
1161,1161,2022 Ford Maverick XLT,2022,Ford,Greensboro Chrysler Dodge Jeep Ram,Used,Used,Good Deal,57549,0.0,Bad,2.0,29499,Low Price
1162,1162,2020 Lincoln Aviator Reserve AWD,2020,Lincoln,Hennessy Ford Lincoln Atlanta,Lincoln Certified,Brand_New,Fair Deal,40937,3.9,Three Star,866.0,45900,Low Price
1163,1163,2022 Lincoln Navigator L Black Label,2022,Lincoln,Hennessy Ford Lincoln Atlanta,Lincoln Certified,Brand_New,Good Deal,5574,3.9,Three Star,866.0,90900,Medium Price
1164,1164,2023 Land Rover Defender 90 V8,2023,Land,Hennessy Jaguar Land Rover Gwinnett,Used,Used,Good Deal,4179,3.7,Three Star,186.0,92787,Medium Price
1165,1165,2015 Audi Q5 3.0T Prestige,2015,Audi,Trust Auto,Used,Used,Good Deal,80170,4.4,Four Star,466.0,18695,Low Price
1166,1166,2020 Ford F-250 Lariat,2020,Ford,Trust Auto,Used,Used,Great Deal,13821,4.4,Four Star,466.0,66995,Medium Price
1167,1167,2020 MINI Clubman Cooper S ALL4,2020,MINI,Trust Auto,Used,Used,Good Deal,18434,4.4,Four Star,466.0,28795,Low Price
1168,1168,2018 Audi S5 3.0T Premium Plus,2018,Audi,Trust Auto,Used,Used,Fair Deal,56245,4.4,Four Star,466.0,37995,Low Price
1169,1169,2017 Chevrolet Tahoe Premier,2017,Chevrolet,Trust Auto,Used,Used,Great Deal,69832,4.4,Four Star,466.0,38195,Low Price
1170,1170,2016 BMW M235 i xDrive,2016,BMW,Trust Auto,Used,Used,Good Deal,32581,4.4,Four Star,466.0,29895,Low Price
1171,1171,2022 GMC Sierra 1500 Pro,2022,GMC,Trust Auto,Used,Used,Great Deal,13346,4.4,Four Star,466.0,39895,Low Price
1172,1172,2020 Land Rover Discovery HSE,2020,Land,Smart Chevrolet Buick GMC,Used,Used,Good Deal,35231,0.0,Bad,41.0,42500,Low Price
1173,1173,2017 Ford Explorer XLT,2017,Ford,Keith Hawthorne Ford of Belmont,Used,Used,Good Deal,52587,3.7,Three Star,404.0,23700,Low Price
1174,1174,2022 Ford F-250 Super Duty,2022,Ford,Keith Hawthorne Ford of Belmont,Used,Used,Fair Deal,47393,3.7,Three Star,404.0,61900,Medium Price
1175,1175,2023 Hyundai Sonata SEL,2023,Hyundai,Suntrup Hyundai South,New,New,Other Deal,0,0.0,Bad,390.0,30766,Low Price
1176,1176,2017 RAM 1500 Tradesman,2017,RAM,Keith Hawthorne Ford of Belmont,Used,Used,Good Deal,41230,3.7,Three Star,404.0,27500,Low Price
1177,1177,2019 Ford Explorer XLT,2019,Ford,Keith Hawthorne Ford of Belmont,Used,Used,Good Deal,38555,3.7,Three Star,404.0,27500,Low Price
1178,1178,2022 Ford Bronco Outer Banks,2022,Ford,Keith Hawthorne Ford of Belmont,Used,Used,Good Deal,10806,3.7,Three Star,404.0,52700,Medium Price
1179,1179,2021 Tesla Model S Plaid,2021,Tesla,Keith Hawthorne Ford of Belmont,Used,Used,Good Deal,31955,3.7,Three Star,404.0,79900,Medium Price
1180,1180,2017 Ford Mustang GT Premium,2017,Ford,Subaru of Gwinnett,Used,Used,Good Deal,61424,4.6,Four Star,4763.0,27900,Low Price
1181,1181,2022 INFINITI Q50 SENSORY,2022,INFINITI,INFINITI of Gwinnett,INFINITI Certified,Brand_New,Great Deal,11576,4.9,Four Star,2644.0,35988,Low Price
1182,1182,2022 INFINITI QX55 ESSENTIAL,2022,INFINITI,INFINITI of Gwinnett,INFINITI Certified,Brand_New,Good Deal,22738,4.9,Four Star,2644.0,42500,Low Price
1183,1183,2021 BMW X6 sDrive40i,2021,BMW,BMW of Gwinnett Place,BMW Certified,Brand_New,Great Deal,29200,4.8,Four Star,970.0,62988,Medium Price
1184,1184,2018 Porsche Cayenne ,2018,Porsche,BMW of Gwinnett Place,Used,Used,Good Deal,81094,4.8,Four Star,970.0,34944,Low Price
1185,1185,2018 Lexus LS 500 F Sport,2018,Lexus,BMW of Gwinnett Place,Used,Used,Good Deal,62385,4.8,Four Star,970.0,45441,Low Price
1186,1186,2022 Mercedes-Benz GLE 450 4MATIC,2022,Mercedes-Benz,Mercedes-Benz of Atlanta Northeast,Mercedes-Benz Certified,Brand_New,Good Deal,11234,4.7,Four Star,2079.0,64998,Medium Price
1187,1187,2022 Porsche 911 Carrera GTS,2022,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Good Deal,1862,4.7,Four Star,2997.0,178501,High Price
1188,1188,2018 Porsche Macan Turbo,2018,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Great Deal,88394,4.7,Four Star,2997.0,38072,Low Price
1189,1189,2021 Porsche 718 Spyder Base,2021,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Good Deal,13266,4.7,Four Star,2997.0,132591,High Price
1190,1190,2020 Porsche 911 Carrera 4S,2020,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Good Deal,11116,4.7,Four Star,2997.0,145108,High Price
1191,1191,2022 Porsche Cayenne Turbo,2022,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Good Deal,15827,4.7,Four Star,2997.0,129733,High Price
1192,1192,2021 Porsche 718 Spyder Base,2021,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Fair Deal,16352,4.7,Four Star,2997.0,118099,High Price
1193,1193,2020 Porsche Cayenne S Coupe AWD,2020,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Good Deal,43586,4.7,Four Star,2997.0,67699,Medium Price
1194,1194,2023 Porsche Macan T,2023,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Good Deal,3234,4.7,Four Star,2997.0,61192,Medium Price
1195,1195,2020 Porsche Cayenne Turbo,2020,Porsche,Porsche Atlanta Perimeter,Porsche Certified,Brand_New,Good Deal,66247,4.7,Four Star,2997.0,75995,Medium Price
1196,1196,2023 Nissan Maxima Platinum,2023,Nissan,Zeigler Nissan of Orland Park,New,New,Other Deal,0,0.0,Bad,390.0,43997,Low Price
